Province_State,UID,code3,FIPS,Lat,Long_,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20
Illinois,8737914438.0,87360.0,1914438.0,4064.04900553,-9096.1896671,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,12.0,25.0,32.0,46.0,64.0,66.0,83.0,161.0,272.0,422.0,585.0,753.0,1049.0,1285.0,1537.0,1865.0,2538.0,3024.0,3491.0,4596.0,5056.0,5994.0,6980.0,7695.0,8904.0,10357.0,11259.0,12262.0,13553.0,15078.0,16422.0,17887.0,19180.0,20852.0,22025.0,23248.0,24593.0,25734.0,27578.0,29160.0,30357.0,31513.0,33059.0,35107.0,36937.0,39658.0,41777.0,43903.0,45883.0,48102.0,50358.0,52918.0,56055.0,58505.0,61499.0,63777.0,65889.0,68232.0,70871.0,73760.0,76085.0,77741.0,79007.0,83021.0,84694.0,87937.0,90369.0,92457.0,94191.0,96485.0,98030.0,100418.0,102688.0,105444.0,107796.0,110304.0,112017.0,113195.0,114306.0,115833.0,117455.0,118917.0,120260.0,121234.0,122848.0,123830.0,124759.0,125915.0,126890.0,127757.0,128415.0,129212.0,129837.0,130603.0,131198.0,131871.0,132543.0,133016.0,133639.0,134185.0,134778.0
Indiana,7897834500.0,78960.0,1834500.0,3665.036491239999,-7932.1082973199955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,6.0,11.0,13.0,13.0,16.0,20.0,25.0,30.0,38.0,60.0,86.0,128.0,204.0,270.0,368.0,477.0,645.0,979.0,1233.0,1513.0,1786.0,2158.0,2564.0,3038.0,3437.0,3953.0,4411.0,4956.0,5510.0,5943.0,6351.0,6907.0,7435.0,7928.0,8359.0,8527.0,8960.0,9542.0,10154.0,10641.0,11211.0,11688.0,12097.0,12438.0,13039.0,13681.0,14399.0,15012.0,15961.0,16588.0,17182.0,17835.0,18630.0,19295.0,19933.0,20507.0,21033.0,21870.0,22503.0,23146.0,23732.0,24126.0,24627.0,25127.0,25473.0,26053.0,26656.0,27280.0,27778.0,28255.0,28705.0,29274.0,29936.0,30409.0,30901.0,31376.0,31715.0,32078.0,32437.0,33068.0,33558.0,34211.0,34574.0,34830.0,35237.0,35712.0,36096.0,36578.0,36997.0,37397.0,37623.0,38033.0,38337.0,38748.0,39146.0,39543.0,39909.0,40430.0,40786.0,41013.0,41438.0
Iowa,8486060839.0,84840.0,2060839.0,4160.9610923300015,-9253.08642292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,13.0,14.0,17.0,17.0,18.0,23.0,23.0,38.0,44.0,45.0,69.0,90.0,105.0,124.0,146.0,179.0,235.0,298.0,336.0,424.0,497.0,547.0,614.0,699.0,787.0,869.0,946.0,1046.0,1145.0,1270.0,1388.0,1510.0,1587.0,1710.0,1899.0,1995.0,2141.0,2332.0,2513.0,2902.0,3159.0,3641.0,3748.0,3924.0,4445.0,5092.0,5476.0,5868.0,6376.0,6843.0,7145.0,7884.0,8643.0,9175.0,9703.0,10111.0,10404.0,11059.0,11457.0,11671.0,11959.0,12373.0,12912.0,13289.0,13675.0,14049.0,14328.0,14651.0,14955.0,15296.0,15620.0,16170.0,16492.0,16898.0,17251.0,17557.0,17703.0,18369.0,18586.0,18957.0,19244.0,19552.0,19699.0,20019.0,20300.0,20806.0,21154.0,21478.0,21712.0,22007.0,22237.0,22626.0,22973.0,23350.0,23717.0,23926.0,24082.0,24179.0,24460.0,24861.0
Kansas,8990281065.0,89880.0,2281065.0,4040.9647841699993,-10298.87791087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,6.0,8.0,8.0,11.0,18.0,22.0,35.0,48.0,57.0,65.0,84.0,100.0,134.0,172.0,206.0,266.0,330.0,372.0,434.0,485.0,553.0,629.0,698.0,751.0,849.0,912.0,1046.0,1116.0,1117.0,1275.0,1344.0,1390.0,1441.0,1504.0,1615.0,1730.0,1821.0,1905.0,2048.0,2164.0,2331.0,2721.0,2959.0,3135.0,3277.0,3473.0,3652.0,3839.0,4413.0,4634.0,4885.0,5156.0,5383.0,5648.0,5993.0,6332.0,6667.0,6829.0,6951.0,7159.0,7240.0,7518.0,7705.0,7886.0,7939.0,7953.0,8303.0,8353.0,8507.0,8625.0,8909.0,8946.0,9004.0,9125.0,9199.0,9291.0,9371.0,9662.0,9690.0,9700.0,9920.0,9965.0,10092.0,10167.0,10306.0,10361.0,10406.0,10544.0,10609.0,10750.0,10823.0,10973.0,11020.0,11101.0,11319.0,11411.0,11644.0,11753.0
Kentucky,10250704442.0,102480.0,2704442.0,4514.657262000001,-10223.986874159998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,8.0,10.0,14.0,16.0,18.0,21.0,26.0,28.0,50.0,64.0,87.0,103.0,123.0,162.0,197.0,247.0,301.0,380.0,438.0,479.0,628.0,632.0,770.0,770.0,917.0,955.0,955.0,1149.0,1149.0,1341.0,1693.0,1693.0,1963.0,2018.0,2048.0,2210.0,2435.0,2522.0,2707.0,2960.0,3050.0,3204.0,3378.0,3479.0,3779.0,3915.0,4085.0,4156.0,4375.0,4537.0,4708.0,4882.0,4879.0,5130.0,5245.0,5822.0,5934.0,6129.0,6288.0,6440.0,6440.0,6677.0,6853.0,6853.0,7225.0,7444.0,7688.0,7688.0,7935.0,8069.0,8167.0,8286.0,8426.0,8571.0,8571.0,8571.0,8951.0,9077.0,9185.0,9464.0,9704.0,9704.0,10046.0,10185.0,10410.0,10705.0,10977.0,11287.0,11287.0,11476.0,11707.0,11883.0,11945.0,12166.0,12445.0,12445.0,12647.0,12647.0,12995.0,13197.0
Louisiana,5545582140.0,55440.0,1582140.0,1989.9153525399995,-5876.747945990001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,29.0,77.0,87.0,115.0,196.0,257.0,392.0,537.0,763.0,837.0,1172.0,1388.0,1795.0,2304.0,2744.0,3315.0,3540.0,4025.0,5237.0,6424.0,9149.0,10297.0,12496.0,13010.0,14867.0,16284.0,17030.0,18283.0,19253.0,20014.0,20595.0,21016.0,21518.0,21951.0,22532.0,23118.0,23580.0,23928.0,24523.0,24854.0,25258.0,25739.0,26140.0,26512.0,26773.0,27068.0,27286.0,27660.0,28001.0,28711.0,29140.0,29340.0,29673.0,29996.0,30399.0,30652.0,30855.0,31417.0,31600.0,31815.0,32050.0,32662.0,33489.0,33837.0,34117.0,34432.0,34709.0,35038.0,35316.0,36504.0,36925.0,36925.0,37169.0,37809.0,38054.0,38497.0,38802.0,38802.0,39577.0,39916.0,40341.0,40746.0,41133.0,41562.0,41989.0,42486.0,42816.0,43050.0,43612.0,44030.0,44472.0,44995.0,46283.0,46619.0,47172.0,47706.0,48634.0,48634.0
Maine,1512538302.0,15120.0,538302.0,715.0030145,-1112.38029805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,17.0,26.0,35.0,52.0,56.0,70.0,89.0,107.0,118.0,142.0,155.0,168.0,211.0,253.0,275.0,303.0,303.0,376.0,432.0,456.0,470.0,499.0,519.0,537.0,560.0,586.0,616.0,633.0,698.0,735.0,770.0,796.0,827.0,847.0,867.0,875.0,888.0,907.0,937.0,965.0,965.0,1015.0,1023.0,1040.0,1056.0,1095.0,1123.0,1153.0,1185.0,1205.0,1226.0,1254.0,1330.0,1374.0,1408.0,1436.0,1462.0,1477.0,1515.0,1565.0,1603.0,1648.0,1687.0,1713.0,1741.0,1819.0,1877.0,1948.0,2013.0,2055.0,2074.0,2109.0,2137.0,2189.0,2226.0,2282.0,2325.0,2349.0,2377.0,2418.0,2446.0,2482.0,2524.0,2570.0,2588.0,2606.0,2637.0,2667.0,2721.0,2757.0,2793.0,2810.0,2819.0,2836.0,2878.0
Maryland,2184747127.0,21840.0,747127.0,936.35809657,-1840.2112226099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,8.0,9.0,12.0,18.0,27.0,24.0,42.0,60.0,85.0,107.0,149.0,193.0,244.0,290.0,349.0,425.0,583.0,775.0,995.0,1239.0,1413.0,1660.0,1986.0,2331.0,2758.0,3125.0,3617.0,4045.0,4371.0,5529.0,6185.0,6968.0,7694.0,8225.0,8936.0,9472.0,10032.0,10784.0,11572.0,12326.0,12847.0,13684.0,14193.0,14775.0,15737.0,16616.0,17766.0,18581.0,19487.0,20113.0,20849.0,21742.0,23472.0,24473.0,25462.0,26408.0,27117.0,28163.0,29374.0,30485.0,31534.0,32587.0,33373.0,34061.0,34812.0,35903.0,36986.0,37968.0,38804.0,39762.0,41546.0,42323.0,43531.0,44424.0,45495.0,46313.0,47152.0,47687.0,48423.0,49709.0,50988.0,52015.0,52778.0,53327.0,54175.0,54982.0,55858.0,56770.0,57482.0,57973.0,58404.0,58904.0,59465.0,60197.0,60613.0,61305.0,61701.0,62032.0,62409.0,62969.0,63229.0
Massachusetts,1428590248.0,14280.0,520246.0,630.9941489099999,-1071.27703141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,22.0,22.0,41.0,92.0,107.0,123.0,138.0,138.0,187.0,217.0,252.0,328.0,413.0,523.0,640.0,777.0,1159.0,1838.0,2417.0,3240.0,4257.0,4955.0,5752.0,6620.0,7738.0,8966.0,10402.0,11736.0,12500.0,13837.0,15202.0,16790.0,18941.0,20974.0,22860.0,25475.0,26867.0,28164.0,29919.0,32181.0,34985.0,36963.0,38674.0,40252.0,41832.0,43614.0,46727.0,51700.0,54135.0,55753.0,57295.0,59193.0,61201.0,63211.0,65388.0,67438.0,69318.0,70388.0,71654.0,73538.0,75338.0,77090.0,78561.0,79676.0,80409.0,81370.0,82657.0,84460.0,85786.0,87374.0,88500.0,89566.0,90521.0,91654.0,92860.0,93796.0,94641.0,95708.0,96366.0,96826.0,97428.0,98198.0,98880.0,99773.0,100468.0,100805.0,101163.0,101592.0,102063.0,102557.0,103132.0,103436.0,103626.0,103889.0,104156.0,104667.0,105059.0,105395.0,105603.0,105690.0,105885.0,106151.0,106422.0
Michigan,7310474950.0,73080.0,2334941.0,3655.6204674499986,-7070.080729440003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,24.0,36.0,45.0,76.0,90.0,159.0,314.0,471.0,625.0,1131.0,1454.0,1942.0,2468.0,3032.0,3848.0,4890.0,5753.0,6803.0,7951.0,9717.0,11230.0,13221.0,14735.0,16268.0,17820.0,19644.0,21076.0,22297.0,23279.0,24500.0,25183.0,26622.0,28042.0,29144.0,29966.0,31225.0,32031.0,32688.0,33324.0,34048.0,35404.0,36845.0,38330.0,38789.0,39540.0,40034.0,41166.0,42379.0,43478.0,44524.0,45424.0,46047.0,46348.0,46914.0,47738.0,48412.0,49170.0,49676.0,50086.0,50631.0,51263.0,51819.0,53167.0,53810.0,54315.0,54963.0,55855.0,56465.0,57322.0,57988.0,58543.0,59046.0,59395.0,59621.0,59974.0,60592.0,61116.0,61833.0,62225.0,62711.0,62928.0,63240.0,63657.0,63979.0,64821.0,64914.0,64969.0,65104.0,65167.0,65182.0,65449.0,65672.0,65836.0,66054.0,66085.0,66269.0,66497.0,66798.0
Minnesota,7478526623.0,74760.0,2526623.0,3963.0251292199996,-8215.492913339998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,9.0,14.0,21.0,21.0,53.0,59.0,77.0,89.0,113.0,134.0,167.0,234.0,261.0,286.0,344.0,396.0,441.0,503.0,576.0,629.0,689.0,742.0,788.0,865.0,935.0,986.0,1069.0,1154.0,1240.0,1336.0,1427.0,1621.0,1621.0,1695.0,1809.0,1809.0,2070.0,2209.0,2356.0,2470.0,2567.0,2722.0,2942.0,3185.0,3446.0,3602.0,3811.0,4181.0,4644.0,5136.0,5730.0,6232.0,6663.0,7234.0,7851.0,8579.0,9365.0,10088.0,10790.0,11271.0,11799.0,12494.0,12917.0,13435.0,14240.0,14969.0,15668.0,16372.0,17029.0,17670.0,18200.0,19005.0,19845.0,20573.0,21315.0,21960.0,22464.0,22947.0,23531.0,24190.0,24850.0,25208.0,25508.0,25870.0,26273.0,26980.0,27501.0,27886.0,28224.0,28523.0,28869.0,29316.0,29795.0,30172.0,30471.0,30693.0,30882.0,31296.0,31675.0
Mississippi,7058472780.0,70560.0,2472780.0,2689.00357846,-7350.949515640001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,12.0,21.0,34.0,50.0,80.0,140.0,207.0,249.0,320.0,377.0,485.0,579.0,663.0,759.0,847.0,937.0,1073.0,1177.0,1358.0,1455.0,1638.0,1738.0,1915.0,2003.0,2260.0,2469.0,2642.0,2781.0,2942.0,3087.0,3360.0,3624.0,3793.0,3974.0,4274.0,4512.0,4716.0,4894.0,5153.0,5434.0,5718.0,5911.0,6094.0,6342.0,6569.0,6815.0,7212.0,7441.0,7550.0,7877.0,8207.0,8424.0,8686.0,9090.0,9378.0,9501.0,9674.0,9908.0,10090.0,10483.0,10801.0,11123.0,11296.0,11432.0,11704.0,11967.0,12222.0,12625.0,13005.0,13260.0,13458.0,13731.0,14044.0,14372.0,14793.0,15229.0,15523.0,15752.0,16041.0,16322.0,16560.0,16769.0,17039.0,17270.0,17768.0,18123.0,18483.0,18483.0,19091.0,19348.0,19516.0,19799.0,20152.0,20641.0,20641.0
Missouri,9915588598.0,99120.0,3518595.0,4460.98472627,-10729.940478620003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,8.0,14.0,21.0,42.0,79.0,89.0,122.0,225.0,291.0,382.0,577.0,744.0,864.0,934.0,1289.0,1550.0,1803.0,2003.0,2124.0,2472.0,2568.0,3030.0,3327.0,3511.0,3754.0,4149.0,4395.0,4534.0,4714.0,4880.0,5005.0,5308.0,5520.0,5713.0,5881.0,6043.0,6242.0,6433.0,6700.0,6943.0,7108.0,7275.0,7444.0,7591.0,7761.0,7956.0,8190.0,8449.0,8712.0,8998.0,9195.0,9447.0,9683.0,9829.0,9988.0,10105.0,10212.0,10329.0,10519.0,10683.0,10872.0,11048.0,11171.0,11319.0,11451.0,11627.0,11774.0,11985.0,12144.0,12393.0,12548.0,12720.0,12871.0,13082.0,13232.0,13398.0,13571.0,13784.0,14052.0,14295.0,14583.0,14750.0,15039.0,15129.0,15351.0,15562.0,15750.0,15942.0,15997.0,16232.0,16262.0,16611.0,16857.0,17069.0,17371.0
Montana,4873853196.0,48720.0,1853196.0,2630.5827033899996,-6143.2221134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,6.0,8.0,10.0,11.0,20.0,27.0,34.0,34.0,51.0,65.0,90.0,109.0,129.0,154.0,171.0,198.0,208.0,241.0,243.0,265.0,286.0,299.0,319.0,332.0,354.0,365.0,377.0,387.0,394.0,399.0,404.0,415.0,422.0,426.0,433.0,433.0,437.0,439.0,442.0,444.0,445.0,448.0,449.0,451.0,451.0,453.0,453.0,455.0,455.0,457.0,456.0,456.0,456.0,458.0,458.0,458.0,459.0,461.0,462.0,462.0,466.0,468.0,468.0,470.0,471.0,478.0,479.0,479.0,479.0,479.0,479.0,479.0,481.0,485.0,493.0,505.0,515.0,519.0,523.0,525.0,539.0,541.0,540.0,545.0,548.0,554.0,561.0,563.0,573.0,588.0,601.0,609.0,614.0,630.0,655.0
Nebraska,7983061711.0,79800.0,3061711.0,3842.9269300899973,-9210.62813682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,5.0,10.0,14.0,18.0,17.0,18.0,23.0,24.0,29.0,37.0,38.0,51.0,51.0,66.0,71.0,74.0,82.0,96.0,108.0,145.0,172.0,210.0,246.0,279.0,321.0,364.0,417.0,447.0,519.0,568.0,635.0,699.0,791.0,814.0,897.0,901.0,952.0,1066.0,1249.0,1474.0,1648.0,1685.0,1813.0,2202.0,2424.0,2719.0,3030.0,3358.0,3517.0,3851.0,4281.0,5008.0,5317.0,5661.0,6037.0,6373.0,6689.0,7334.0,7818.0,8093.0,8171.0,8407.0,8532.0,8912.0,9260.0,9610.0,10220.0,10177.0,10625.0,10854.0,11122.0,11427.0,11662.0,11963.0,12134.0,12362.0,12619.0,12984.0,13249.0,13648.0,13905.0,14101.0,14345.0,14616.0,14885.0,15139.0,15406.0,15572.0,15664.0,15786.0,15918.0,16058.0,16315.0,16522.0,16640.0,16730.0,16851.0,17038.0,17231.0,17414.0
Nevada,1596714838.0,15960.0,714838.0,667.3519446600001,-1998.5878900999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,4.0,7.0,10.0,18.0,20.0,20.0,45.0,55.0,55.0,95.0,161.0,161.0,190.0,245.0,278.0,323.0,420.0,536.0,626.0,920.0,1012.0,1114.0,1279.0,1463.0,1514.0,1742.0,1855.0,1953.0,2124.0,2259.0,2456.0,2722.0,2702.0,2836.0,2990.0,3134.0,3211.0,3214.0,3524.0,3626.0,3728.0,3830.0,3937.0,4081.0,4208.0,4398.0,4539.0,4734.0,4700.0,4821.0,4934.0,5053.0,5248.0,5389.0,5472.0,5630.0,5660.0,5741.0,5855.0,5920.0,6171.0,6120.0,6152.0,6313.0,6476.0,6504.0,6733.0,6813.0,6949.0,7061.0,7096.0,7388.0,7400.0,7525.0,7526.0,7881.0,7956.0,8057.0,8150.0,8248.0,8376.0,8517.0,8628.0,8702.0,8858.0,8951.0,9129.0,9309.0,9491.0,9669.0,9816.0,10045.0,10218.0,10473.0,10704.0,10997.0,11201.0,11315.0,11683.0,11854.0,12169.0
New Hampshire,1008500166.0,10080.0,500166.0,434.78972876,-715.77656705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,17.0,26.0,37.0,42.0,53.0,61.0,73.0,101.0,101.0,108.0,137.0,158.0,187.0,214.0,314.0,357.0,367.0,479.0,479.0,540.0,621.0,715.0,715.0,747.0,819.0,819.0,885.0,929.0,985.0,922.0,1139.0,1139.0,1287.0,1342.0,1390.0,1447.0,1490.0,1588.0,1670.0,1720.0,1797.0,1864.0,1938.0,2010.0,2058.0,2146.0,2310.0,2429.0,2518.0,2588.0,2636.0,2741.0,2843.0,2947.0,3011.0,3071.0,3160.0,3239.0,3299.0,3382.0,3453.0,3556.0,3596.0,3652.0,3721.0,3868.0,3935.0,4014.0,4089.0,4149.0,4197.0,4231.0,4286.0,4389.0,4492.0,4492.0,4651.0,4685.0,4749.0,4795.0,4876.0,4953.0,5019.0,5043.0,5079.0,5079.0,5178.0,5209.0,5251.0,5299.0,5318.0,5345.0,5364.0,5436.0,5450.0
New Jersey,1932884509.0,19320.0,884509.0,846.0152591300001,-1567.07144401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,5.0,15.0,23.0,29.0,49.0,69.0,72.0,176.0,250.0,397.0,741.0,890.0,1327.0,1914.0,2844.0,3675.0,4402.0,6876.0,8825.0,11124.0,13386.0,16636.0,18696.0,22255.0,25590.0,29895.0,34124.0,37505.0,41090.0,44416.0,47437.0,51027.0,54588.0,58151.0,61850.0,64584.0,68824.0,71030.0,75317.0,78467.0,81420.0,85301.0,88722.0,92387.0,95914.0,100025.0,102196.0,105498.0,109038.0,111188.0,113856.0,116365.0,118652.0,121190.0,123717.0,126744.0,128269.0,130593.0,131890.0,133991.0,135840.0,137397.0,138754.0,140206.0,140917.0,141560.0,142704.0,143984.0,145089.0,146504.0,148240.0,149356.0,150776.0,151586.0,152579.0,153140.0,154154.0,155092.0,155764.0,156628.0,157185.0,158844.0,159608.0,160445.0,160918.0,161545.0,162068.0,162530.0,163336.0,163893.0,164164.0,164497.0,164796.0,165346.0,165816.0,166164.0,166605.0,166881.0,167103.0,167426.0,167703.0,168107.0
