Province_State,UID,code3,FIPS,Lat,Long_,Population,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20
Nevada,1596714838.0,15960.0,714838.0,667.3519446600001,-1998.5878900999996,3080156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,6.0,10.0,10.0,10.0,15.0,15.0,26.0,31.0,38.0,43.0,46.0,46.0,46.0,72.0,72.0,81.0,90.0,102.0,112.0,114.0,126.0,131.0,137.0,142.0,151.0,158.0,159.0,163.0,172.0,195.0,197.0,205.0,206.0,206.0,219.0,230.0,243.0,246.0,255.0,258.0,265.0,270.0,289.0,297.0,294.0,313.0,310.0,312.0,321.0,331.0,333.0,343.0,347.0,350.0,358.0,358.0,377.0,383.0,386.0,387.0,380.0,394.0,394.0,402.0,406.0,406.0,417.0,417.0,417.0,417.0,431.0,430.0,436.0,437.0,438.0,442.0,446.0,449.0,459.0,461.0,462.0,463.0,465.0,467.0,473.0,475.0
New Hampshire,1008500166.0,10080.0,500166.0,434.78972876,-715.77656705,1359711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,7.0,9.0,9.0,9.0,13.0,21.0,21.0,22.0,23.0,23.0,25.0,32.0,32.0,37.0,38.0,38.0,42.0,42.0,48.0,51.0,53.0,53.0,60.0,60.0,60.0,60.0,72.0,81.0,84.0,86.0,86.0,92.0,92.0,114.0,121.0,131.0,133.0,133.0,142.0,150.0,151.0,151.0,171.0,172.0,172.0,172.0,190.0,199.0,204.0,208.0,209.0,210.0,214.0,223.0,232.0,238.0,238.0,245.0,245.0,256.0,265.0,273.0,278.0,283.0,286.0,286.0,286.0,301.0,308.0,315.0,318.0,320.0,320.0,326.0,330.0,331.0
New Jersey,1932884509.0,19320.0,884509.0,846.0152591300001,-1567.07144401,8882190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,9.0,11.0,16.0,20.0,27.0,44.0,62.0,81.0,108.0,140.0,161.0,198.0,267.0,355.0,537.0,646.0,846.0,917.0,1003.0,1232.0,1504.0,1709.0,1932.0,2183.0,2350.0,2443.0,2805.0,3156.0,3518.0,3840.0,4070.0,4362.0,4496.0,4753.0,5150.0,5426.0,5683.0,5914.0,5938.0,6044.0,6442.0,6771.0,7228.0,7538.0,7742.0,7871.0,7910.0,8244.0,8549.0,8807.0,8960.0,9116.0,9256.0,9340.0,9531.0,9714.0,9946.0,10148.0,10261.0,10363.0,10439.0,10587.0,10749.0,10846.0,10985.0,11082.0,11138.0,11147.0,11194.0,11339.0,11409.0,11531.0,11634.0,11698.0,11723.0,11771.0,11880.0,11970.0,12049.0,12106.0,12176.0,12214.0,12303.0,12377.0,12443.0,12489.0,12621.0,12659.0,12708.0,12792.0,12835.0,12869.0
New Mexico,2941326065.0,29400.0,1326065.0,1140.1288462999999,-3494.2745445,2096829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,6.0,10.0,11.0,12.0,12.0,13.0,13.0,16.0,17.0,19.0,26.0,26.0,31.0,36.0,36.0,44.0,53.0,55.0,58.0,58.0,71.0,78.0,84.0,93.0,99.0,99.0,105.0,112.0,123.0,131.0,138.0,151.0,156.0,162.0,169.0,172.0,181.0,191.0,200.0,208.0,219.0,231.0,242.0,253.0,259.0,265.0,270.0,276.0,283.0,294.0,302.0,302.0,317.0,320.0,325.0,329.0,335.0,344.0,351.0,356.0,362.0,367.0,375.0,383.0,387.0,392.0,396.0,400.0,404.0,410.0,420.0,420.0,431.0,435.0,440.0,447.0,452.0,456.0
New York,5378405916.0,53760.0,2405916.0,2637.7373826599996,-4679.39936508,26161672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,12.0,24.0,38.0,63.0,96.0,151.0,195.0,286.0,387.0,512.0,659.0,902.0,1211.0,1588.0,2016.0,2556.0,3207.0,3917.0,4730.0,5418.0,5991.0,6785.0,7809.0,8886.0,9834.0,10778.0,11605.0,12498.0,13442.0,14390.0,15261.0,16013.0,16729.0,17755.0,18760.0,18582.0,19176.0,19746.0,20203.0,20743.0,20955.0,22009.0,22269.0,22668.0,22912.0,23477.0,23587.0,24039.0,24198.0,24708.0,24999.0,25124.0,25623.0,26144.0,26243.0,26612.0,26641.0,26988.0,27284.0,27477.0,27641.0,27878.0,28049.0,28232.0,28339.0,28558.0,28636.0,28743.0,28853.0,29031.0,29141.0,29229.0,29302.0,29484.0,29529.0,29646.0,29710.0,29784.0,29917.0,29968.0,30019.0,30174.0,30236.0,30280.0,30374.0,30417.0,30458.0,30542.0,30580.0,30758.0,30795.0,30825.0,30856.0,30909.0,30939.0,30974.0
North Carolina,8571880074.0,85680.0,3880074.0,3562.420971000001,-7950.109873960003,10488084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,7.0,7.0,12.0,14.0,21.0,27.0,34.0,38.0,45.0,53.0,66.0,76.0,83.0,89.0,89.0,94.0,112.0,130.0,150.0,177.0,187.0,200.0,218.0,245.0,265.0,281.0,294.0,305.0,324.0,340.0,363.0,382.0,406.0,419.0,431.0,434.0,442.0,472.0,492.0,513.0,530.0,551.0,564.0,575.0,600.0,625.0,641.0,667.0,676.0,686.0,693.0,693.0,726.0,728.0,775.0,778.0,784.0,790.0,801.0,844.0,876.0,919.0,929.0,937.0,948.0,961.0,999.0,1006.0,1015.0,1028.0,1032.0,1041.0,1068.0,1090.0,1106.0,1121.0,1127.0,1132.0,1140.0,1169.0,1181.0,1190.0
North Dakota,4622186885.0,46200.0,2186885.0,2511.8558565800004,-5313.217852090001,762062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,14.0,15.0,15.0,16.0,17.0,19.0,19.0,19.0,19.0,23.0,24.0,25.0,25.0,25.0,31.0,31.0,33.0,35.0,35.0,36.0,38.0,40.0,40.0,42.0,42.0,43.0,44.0,45.0,49.0,51.0,52.0,52.0,53.0,54.0,54.0,56.0,57.0,59.0,60.0,61.0,61.0,65.0,66.0,66.0,71.0,72.0,72.0,72.0,72.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,75.0
Northern Mariana Islands,580.0,580.0,69.0,15.0979,145.6739,55144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Ohio,7563609822.0,75600.0,3609822.0,3547.3389435400018,-7289.51590458,11689100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,8.0,11.0,15.0,19.0,25.0,29.0,40.0,55.0,65.0,81.0,91.0,102.0,119.0,142.0,167.0,193.0,213.0,231.0,247.0,253.0,274.0,324.0,362.0,407.0,418.0,451.0,471.0,509.0,557.0,610.0,656.0,690.0,711.0,728.0,753.0,799.0,937.0,976.0,1003.0,1022.0,1039.0,1057.0,1135.0,1225.0,1271.0,1306.0,1331.0,1341.0,1357.0,1436.0,1483.0,1534.0,1581.0,1610.0,1625.0,1657.0,1720.0,1781.0,1837.0,1872.0,1956.0,1969.0,1987.0,2002.0,2044.0,2098.0,2131.0,2149.0,2155.0,2207.0,2259.0,2300.0,2340.0,2357.0,2372.0,2379.0,2406.0,2423.0,2459.0,2492.0,2510.0,2556.0,2559.0,2575.0,2599.0,2611.0,2633.0
Oklahoma,6639256009.0,66360.0,3256009.0,2733.6474108,-7488.35776672,3956971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,7.0,8.0,15.0,16.0,16.0,23.0,30.0,34.0,38.0,42.0,46.0,51.0,67.0,79.0,80.0,88.0,94.0,96.0,99.0,108.0,123.0,131.0,136.0,136.0,140.0,143.0,164.0,170.0,179.0,188.0,194.0,195.0,197.0,207.0,214.0,222.0,230.0,238.0,238.0,238.0,247.0,253.0,260.0,266.0,270.0,272.0,274.0,278.0,278.0,284.0,285.0,288.0,288.0,288.0,293.0,299.0,304.0,307.0,311.0,311.0,313.0,318.0,322.0,325.0,329.0,334.0,334.0,334.0,339.0,341.0,344.0,345.0,347.0,348.0,348.0,354.0,356.0,358.0,360.0,359.0,359.0,359.0,363.0,364.0,366.0
Oregon,3193647378.0,31920.0,1647378.0,1601.7264242899996,-4373.1691055,4217737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,8.0,10.0,11.0,12.0,13.0,13.0,16.0,18.0,19.0,21.0,22.0,22.0,27.0,27.0,29.0,33.0,44.0,44.0,48.0,52.0,53.0,55.0,58.0,64.0,70.0,72.0,74.0,75.0,78.0,78.0,83.0,86.0,87.0,92.0,92.0,99.0,101.0,103.0,104.0,109.0,109.0,109.0,113.0,115.0,121.0,124.0,127.0,127.0,130.0,130.0,134.0,137.0,137.0,137.0,137.0,138.0,140.0,144.0,145.0,147.0,147.0,148.0,148.0,148.0,148.0,151.0,151.0,153.0,153.0,154.0,157.0,159.0,159.0,161.0,161.0,163.0,164.0,169.0,169.0,171.0,173.0,173.0,176.0,180.0,182.0,183.0,187.0
Pennsylvania,5798988573.0,57960.0,2988573.0,2734.8112497699994,-5200.22629518,12801989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,6.0,8.0,15.0,18.0,22.0,34.0,41.0,50.0,63.0,74.0,90.0,102.0,136.0,151.0,179.0,247.0,318.0,345.0,418.0,503.0,557.0,589.0,691.0,779.0,841.0,921.0,1042.0,1276.0,1348.0,1614.0,1673.0,1724.0,1747.0,1793.0,1816.0,1886.0,2046.0,2373.0,2475.0,2635.0,2695.0,2720.0,2838.0,3179.0,3345.0,3589.0,3715.0,3779.0,3806.0,3832.0,3914.0,4094.0,4288.0,4422.0,4480.0,4495.0,4515.0,4628.0,4770.0,4869.0,5010.0,5112.0,5136.0,5146.0,5163.0,5265.0,5373.0,5464.0,5537.0,5555.0,5567.0,5667.0,5742.0,5832.0,5898.0,5931.0,5943.0,5953.0,6014.0,6062.0,6113.0,6162.0,6211.0,6215.0,6243.0,6276.0,6319.0,6361.0
Puerto Rico,630.0,630.0,72.0,18.2208,-66.5901,2933408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,8.0,11.0,12.0,15.0,18.0,20.0,21.0,23.0,24.0,33.0,39.0,42.0,44.0,45.0,45.0,51.0,56.0,58.0,60.0,62.0,63.0,64.0,63.0,69.0,77.0,83.0,84.0,84.0,86.0,86.0,92.0,94.0,95.0,97.0,97.0,99.0,99.0,102.0,107.0,108.0,111.0,113.0,114.0,115.0,117.0,122.0,122.0,123.0,124.0,124.0,125.0,126.0,126.0,127.0,127.0,129.0,129.0,129.0,131.0,132.0,133.0,136.0,136.0,138.0,140.0,140.0,141.0,142.0,142.0,142.0,142.0,143.0,144.0,146.0,146.0,147.0,147.0,147.0,147.0,147.0
Rhode Island,588390113.0,5880.0,390113.0,208.27571053,-357.32052549,1059361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,8.0,10.0,12.0,14.0,17.0,25.0,27.0,30.0,35.0,43.0,43.0,56.0,63.0,63.0,80.0,80.0,87.0,118.0,137.0,150.0,155.0,171.0,181.0,189.0,202.0,215.0,226.0,233.0,239.0,251.0,266.0,279.0,296.0,320.0,341.0,355.0,370.0,388.0,399.0,418.0,422.0,430.0,444.0,462.0,468.0,479.0,489.0,499.0,506.0,532.0,538.0,556.0,579.0,597.0,608.0,608.0,634.0,655.0,677.0,693.0,711.0,718.0,720.0,732.0,742.0,756.0,772.0,772.0,772.0,799.0,808.0,812.0,823.0,833.0,833.0,833.0,851.0,865.0,876.0,885.0
South Carolina,4034242206.0,40320.0,2242206.0,1562.0437180300005,-3725.2363858399995,5148714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,7.0,9.0,13.0,15.0,16.0,18.0,22.0,26.0,31.0,34.0,40.0,44.0,48.0,51.0,51.0,67.0,72.0,80.0,82.0,82.0,97.0,106.0,111.0,116.0,119.0,120.0,123.0,124.0,140.0,150.0,157.0,166.0,174.0,177.0,192.0,231.0,244.0,256.0,267.0,275.0,283.0,296.0,305.0,316.0,320.0,330.0,331.0,346.0,355.0,362.0,371.0,380.0,380.0,385.0,391.0,399.0,407.0,416.0,419.0,425.0,435.0,440.0,446.0,466.0,470.0,483.0,487.0,494.0,500.0,501.0,501.0,501.0,539.0,539.0,546.0,557.0,568.0,575.0,588.0,593.0,599.0,600.0,602.0,607.0,617.0,621.0
South Dakota,5715210577.0,57120.0,3210577.0,2921.9978651999995,-6554.50198811,884659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,13.0,17.0,21.0,21.0,21.0,21.0,24.0,29.0,31.0,31.0,34.0,34.0,34.0,39.0,39.0,43.0,44.0,44.0,44.0,44.0,46.0,46.0,48.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,59.0,62.0,62.0,62.0,62.0,62.0,64.0,64.0,65.0,65.0,65.0,68.0,69.0,73.0,74.0,75.0,75.0,75.0,77.0,78.0,78.0
Tennessee,8152644119.0,81480.0,4644119.0,3409.0847101599993,-8180.328683919998,6829174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0,7.0,8.0,14.0,23.0,24.0,36.0,41.0,50.0,53.0,65.0,72.0,80.0,94.0,98.0,106.0,106.0,109.0,124.0,124.0,136.0,141.0,142.0,148.0,152.0,157.0,157.0,171.0,169.0,177.0,181.0,184.0,188.0,195.0,199.0,204.0,209.0,210.0,219.0,226.0,239.0,238.0,242.0,242.0,243.0,251.0,266.0,273.0,287.0,290.0,295.0,298.0,301.0,305.0,305.0,313.0,315.0,329.0,336.0,338.0,343.0,353.0,356.0,361.0,364.0,364.0,364.0,381.0,388.0,401.0,408.0,417.0,418.0,421.0,435.0,437.0,441.0,466.0,472.0,474.0,482.0,493.0,498.0,508.0
Texas,21516426612.0,215040.0,12426612.0,8041.803434339999,-25057.879425249983,28995881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,4.0,5.0,7.0,9.0,12.0,15.0,21.0,26.0,30.0,37.0,45.0,54.0,66.0,77.0,100.0,116.0,136.0,150.0,160.0,189.0,210.0,238.0,266.0,283.0,305.0,342.0,375.0,414.0,451.0,476.0,490.0,507.0,533.0,556.0,604.0,624.0,638.0,651.0,666.0,719.0,754.0,812.0,840.0,863.0,878.0,901.0,925.0,954.0,985.0,1025.0,1066.0,1094.0,1117.0,1146.0,1172.0,1235.0,1280.0,1318.0,1343.0,1350.0,1388.0,1426.0,1460.0,1470.0,1478.0,1528.0,1533.0,1546.0,1581.0,1611.0,1619.0,1652.0,1675.0,1683.0,1716.0,1744.0,1776.0,1812.0,1833.0,1841.0,1848.0,1867.0,1905.0,1930.0,1956.0,1971.0,1984.0,2001.0,2049.0,2089.0,2129.0
Utah,3110012044.0,31080.0,1591939.0,1388.55098628,-3904.5199434000006,3205958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,13.0,13.0,13.0,13.0,17.0,18.0,18.0,13.0,18.0,20.0,20.0,23.0,25.0,27.0,28.0,32.0,32.0,35.0,39.0,41.0,41.0,41.0,41.0,45.0,46.0,46.0,49.0,50.0,50.0,56.0,58.0,61.0,61.0,66.0,67.0,68.0,73.0,75.0,75.0,77.0,78.0,80.0,80.0,88.0,90.0,92.0,93.0,97.0,97.0,98.0,101.0,105.0,106.0,107.0,112.0,113.0,113.0,113.0,117.0,117.0,120.0,121.0,121.0,124.0,127.0,128.0,131.0,139.0,139.0,139.0,143.0,145.0,149.0,152.0
